Country Name,Date,Closure of Schools,Closure of workplaces,Cancellation of Public Events,Restrictions on Gathering,Closure of Public Transport,Quarantine Requirements,Restrictions on Internal Movement ,Restrictions on International Travel,Income Support,Debt/contract relief for households,Fiscal Measures,Giving International Support,Public Information Campaign,Testing policy,Contact tracing,Emergency investment in healthcare,Investment in Covid 19 policies,Facial Coverings,Vaccination Policy,Protection of elderly people,NEWS ARTICLE/NEW POLICY/GOVERNMENT RESPONSE,Sentiment
Japan,20200115,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,"Cabinet Office  http://www.kantei.go.jp/jp/singi/novel_coronavirus/th_siryou/sidai_r020130.pdf (in Japanese)  The first case confirmed on 15th Jan.Ministry of Health, Labour and Welfare https://web.archive.org/web/20200422195743/https://www.mhlw.go.jp/stf/newpage_10549.html (in Japanese) https://web.archive.org/web/20200422195825/https://www.mhlw.go.jp/content/10906000/000614804.pdf (in Japanese) The number of PCR tests since 15th Jan.",positive
Japan,20200116,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,,
Japan,20200117,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,"""In Japan, that link proved crucial for contact tracing—workers at public health centers emphasized privacy and took a personal approach as they dealt with patients that tested positive, getting them to share information about contacts to help trace and alert others of potential infections. That could be an important lesson for other countries as they look to make contact tracing a more long-term part of their healthcare infrastructure.""  https://archive.ph/W1JfQ  ""When new COVID-19 cases were identified in the jurisdictions, PHCs retrospectively searched for potential COVID-19 cases among individuals who had contact with the confirmed cases within the past 14 days. This was intended to identify source cases and superspreading events/clusters in which new COVID-19 cases were presumed to have acquired infections. When clusters were identified, individuals who could have been exposed to COVID-19 in those clusters were investigated and requested to self-quarantine.""  https://archive.ph/G5D9w",positive
Japan,20200118,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,,
Japan,20200119,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,,
Japan,20200120,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,,
Japan,20200121,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,,
Japan,20200122,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,,
Japan,20200123,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,,
Japan,20200124,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,Cabinet Office  https://www.kantei.go.jp/jp/singi/novel_coronavirus/index.html  https://www.kantei.go.jp/jp/singi/novel_coronavirus/siryou/sidai.pdf,
Japan,20200125,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,,
Japan,20200126,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,,
Japan,20200127,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,,
Japan,20200128,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,,
Japan,20200129,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,,
Japan,20200130,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,,
Japan,20200131,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,"National Institute of Infectious Diseases (Japan)  https://web.archive.org/web/20200402171932/https://www.niid.go.jp/niid/images/epi/corona/2019nCoV-04-200131-en.pdf  As of 31st Jan  However, in the current situation, where the pretest probability is not sufficiently high, it is not realistic to try to detect all novel coronavirus infection cases, including mild cases, at quarantine stations and domestic medical institutions. ",positive
Japan,20200201,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,"“As of midnight this morning, it has become possible to implement measures as a Designated Infectious Disease, including hospitalization for the patients infected by the novel coronavirus. In addition, for the time being, we have started implementing extraordinary measures to deny entry of foreign nationals who have any history of staying in Hubei Province within 14 days and those who possess a Chinese passport issued by Hubei Province, unless there is any specific need. I ask all of you to exert efforts to avoid trouble on the ground, by preventing those to whom those measures apply from boarding aircraft, through collaboration among relevant parties, including airlines. Furthermore, I ask the immigration authority to strictly implement these measures, including identifying individuals to whom those measures apply with a system capable of smoothly and easily making the relevant determination, and to exert efforts to implement it adequately by sufficiently paying attention to individuals’ circumstances."" https://web.archive.org/web/20200518173226/http://japan.kantei.go.jp/98_abe/actions/202002/_00001.html",positive
Japan,20200202,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,,
Japan,20200203,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,,
Japan,20200204,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,"Cabinet Office Twitter -- Published informational leaflet on COVID-19 control; free to reprint, reproduce (https://web.archive.org/web/20200413192433/https://twitter.com/kantei_saigai/status/1224589187719946240)",positive
Japan,20200205,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,All those on Princess Diamond cruise ship quarantined. Still a ban on Hubei Province arrivals.  https://web.archive.org/web/20200518195522/http://japan.kantei.go.jp/98_abe/actions/202002/_00006.html,
Japan,20200206,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,,
Japan,20200207,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,,
Japan,20200208,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,,
Japan,20200209,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,,
Japan,20200210,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,,
Japan,20200211,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,,
Japan,20200212,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,,
Japan,20200213,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,"""Cabinet Office http://web.archive.org/web/20200901200250/https://www.kantei.go.jp/jp/singi/novel_coronavirus/taisaku_honbu.html http://web.archive.org/web/20200901200258/https://www.kantei.go.jp/jp/singi/novel_coronavirus/th_siryou/kinkyutaiou_corona.pdf 2.?????????:65 ?? · ????·???????:30.6 ?? · ???·??????????????????:5.1 ?? · ????????????·??????????:10.0 ?? · ?????????????????:10.7 ?? · ???????????:4.5 ?? ""Cabinet Office https://web.archive.org/web/20200828070807/https://www.kantei.go.jp/jp/singi/novel_coronavirus/taisaku_honbu.html http://web.archive.org/web/20200901195539/https://www.kantei.go.jp/jp/singi/novel_coronavirus/th_siryou/kinkyutaiou_corona.pdf",
Japan,20200214,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,,
Japan,20200215,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,,
Japan,20200216,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,,
Japan,20200217,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,,
Japan,20200218,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,"Ministry of Health, Labour and Welfare https://web.archive.org/web/20200422195911/https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/newpage_00032.html PCR testing system The flow chart of the PCR test mechanism https://web.archive.org/web/20200422195954/https://www.mhlw.go.jp/content/10900000/000606696.pdf The graph shows the data since 18th Feb.Government website -- Short movies for the public campaign on Coronavirus. Published on 18th Feb  (https://web.archive.org/web/20200413193054/https://nettv.gov-online.go.jp/prg/prg20290.html)",
Japan,20200219,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,"Government FAQ: When should I wear a facemask? If you have symptoms such as coughing and sneezing, wearing a facemask is proved to be highly effective in catching the droplets, and therefore might help prevent the spread of viruses.  The effectiveness of wearing a facemask to protect yourself from contracting viruses is thought to be very limited. If you wear a facemask in confined, badly ventilated spaces, it might help avoid catching droplets emitted from others but if you are in an open-air environment, the use of facemask is not very efficient. http://web.archive.org/web/20200225014045/https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/dengue_fever_qa_00014.html#Q7",positive
Japan,20200220,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,"Ministry of health, labour and welfare says ""From the perspective of preventing the spread of infection, we ask event organizers to reconsider the necessity of holding the event in consideration of the spread of infection and the situation at the venue. Regarding the holding of events, etc., the government does not currently make a uniform request for self-restraint."" https://web.archive.org/web/20200518113109/https://www.mhlw.go.jp/stf/seisakunitsuite/newpage_00002.html",
Japan,20200221,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,,
Japan,20200222,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,,
Japan,20200223,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,,
Japan,20200224,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,,
Japan,20200225,0,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,"""Take general infection control measures thoroughly to prevent the infection from spreading in the facilities for the elderly if there is a suspected case of the novel coronavirus infection, while ensuring the smooth transition to hospitalized medical care for those with the high risk.""    https://web.archive.org/web/20210404090710/https://www.mhlw.go.jp/content/10200000/000603610.pdf  http://web.archive.org/web/20200901195718/https://www.mhlw.go.jp/content/10200000/000603610.pdf""Ministry of Health, Labour and Welfare  https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/newpage_00032.html  https://www.mhlw.go.jp/content/10200000/000603610.pdf  Measures to be taken a) In communities where the number of patients continues to increase.; ·Switch to broader calls for refraining from going out, while reducing the scale of active epidemiology surveys and health observations on close contacts.""""Ministry of Health, Labour and Welfare  https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/newpage_00032.html  https://www.mhlw.go.jp/content/10200000/000603610.pdf  Measures to be taken a) In communities where the number of patients continues to increase.; ·Switch to broader calls for refraining from going out, while reducing the scale of active epidemiology surveys and health observations on close contacts.""While government does not impose restrictions, it recommends organizers of events to make informed judgement about whether to hold or shut down events https://jp.reuters.com/article/japan-government-coronavirus-idJPKBN21506D https://www.aljazeera.com/news/2020/02/japan-calls-cancellation-events-coronavirus-200226131256898.html https://english.kyodonews.net/news/2020/02/4d5ff5744493-urgent-abe-asks-big-event-organizers-to-mull-cancelations-for-next-2-weeks.htmlMinistry of Health, Labour and Welfare: ""Encourage employees and other personnel to take days off if they have fever or other flu-like symptoms, and promote teleworking and staggered office hours. Recommends/encourages 1) paid workers leave for those infected or showing symptoms, and 2) a transition to working from home (online)"" [https://web.archive.org/web/20200518123447/https://www.mhlw.go.jp/content/10200000/000603611.pdf] ",negative
Japan,20200226,0,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,"No restrictions in place, despite acknowledgement that ""there is a large-scale infection risk for nationwide sports and cultural events that attract a large number of people. In consideration of the above, we will request cancellation, postponement or reduction in size for the next two weeks."" [https://web.archive.org/web/20200518113109/https://www.mhlw.go.jp/stf/seisakunitsuite/newpage_00002.html]""Given that the government is extremely important in preventing the spread of infection over the past one or two weeks, there is a large-scale infection risk for nationwide sports and cultural events that attract a large number of people. In consideration of the above, we will request cancellation, postponement or reduction in size for the next two weeks."" [https://web.archive.org/web/20200518113109/https://www.mhlw.go.jp/stf/seisakunitsuite/newpage_00002.html]",positive
Japan,20200227,0,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,,
Japan,20200228,0,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,"Government website -- Movie for the appropriate way of hand washing. Published on 28th Feb, 2020  (https://web.archive.org/web/20200413192333/https://nettv.gov-online.go.jp/prg/prg20343.html)",positive
Japan,20200229,0,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,,
Japan,20200301,0,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,1,"Government instructs mask sellers to sell directly to the government ""In light of such a situation and the request from Governor of Hokkaido Suzuki, we intend to deliver facial masks that the Government has made a lump-sum purchase of to the residents of the municipalities in Hokkaido, where the number of patients are increasing. We have decided to instruct manufacturers of facial masks to sell them to the Government, pursuant to the Act on Emergency Measures for Stabilizing Living Conditions of the Public. I ask the relevant Ministries and Agencies, including the Ministry of Health, Labour, and Welfare, to start working on specific measures so as to deliver facial masks to the residents as early as possible."" http://web.archive.org/web/20200901201539/https://japan.kantei.go.jp/98_abe/actions/202003/_00001.html",positive
Japan,20200302,0,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,1,"""Almost all prefectures across the nation began shutting schools Monday in a bid to prevent further spread of the new coronavirus that causes COVID-19, four days after Prime Minister Shinzo Abe issued a shock request for a total school closure until early April.""    https://web.archive.org/web/20200514234259/https://www.japantimes.co.jp/news/2020/03/02/national/japan-prefectures-shut-schools-covid-19/    The national govt guidelines are not strict though, and Prefectures have the option not to close schools:  https://web.archive.org/web/20200514234005/https://english.kyodonews.net/news/2020/02/b341be1ebf20-breaking-news-children-should-stay-home-while-schools-closed-over-virus-japan-govt.html",positive
Japan,20200303,0,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,1,,
Japan,20200304,0,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,1,Japan to cancel 11th March tsunami anniversary events. [https://web.archive.org/web/20200518113625/https://www.theguardian.com/world/2020/mar/04/coronavirus-japan-to-cancel-fukushima-anniversary-ceremony-reports],
Japan,20200305,0,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,1,,
Japan,20200306,0,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,1,"Ministry of Health, Labour and Welfare https://web.archive.org/web/20200422195911/https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/newpage_00032.html  We decided to apply medical insurance to the PCR test (on March 6). This makes it possible for medical institutions to request directory to private laboratories without going through public health centers, and further utilization of the examination capabilities of private laboratories will be achieved.",
Japan,20200307,0,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,1,,
Japan,20200308,0,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,1,,
Japan,20200309,0,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,1,"Ministry of health, labour and welfare  https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/newpage_00032.html  Anyone who has boarded an airplane or ships arriving from China or Republic of Korea at or after 0:00 on March 9 (JST)…….  and not be isolated or stopped is required to stay 14days at a location designated by the quarantine station chief and not to use public transportation in Japan.",
Japan,20200310,0,1,1,0,0,0,1,1,0,0,1,0,1,1,1,1,0,1,0,1,"Ministry of health, labour and welfare https://www.mhlw.go.jp/stf/newpage_10126.html https://cepi.net/news_cepi/cepi-expands-investment-in-covid-19-vaccine-development/ CEPI expands investment in COVID-19 vaccine development https://cepi.net/about/whoweare/ CEPI has secured $760 million investment, with funding from the Governments of Norway, UK, Germany, Japan, Canada, Ethiopia, Australia, Belgium, Denmark, Finland, the Bill & Melinda Gates Foundation, and Wellcome.""Cabinet Office (in Japanese) http://web.archive.org/web/20200901200130/https://www.kantei.go.jp/jp/content/000060756.pdf  (1)?????????????????:486 ?? · ????????????????????:107 ?? · ????????????????:186 ?? · PCR???????:10 ?? · ?????????:133 ?? · ?????????:28 ?? """"Cabinet Office  https://www.kantei.go.jp/jp/content/000060756.pdf  ??????1?(153??)???????????????????2,715 ??(???? 2,295 ??????? 420 ??)????????????? 2???? 4,308 ????????????  4,308 ??-486 ??(S10 investment in healthcare)=3822??""",
Japan,20200311,0,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,1,,
Japan,20200312,0,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,1,,
Japan,20200313,0,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,1,"""Japan enacted a time-limited legal change on Friday, enabling Prime Minister Shinzo Abe, if he deems it necessary, to declare a state of emergency to cope with the spread of the new coronavirus."" Governors of prefectures in Japan ""can ask people to stay indoors under state of emergency."" So no policy so far issuing stay at home orders as it was not in Japanese law until 13/03. [https://web.archive.org/web/20200518175534/http://english.kyodonews.net/web/20200518175534oe_/https://english.kyodonews.net/news/2020/03/57cfa56d5ecc-urgent-japans-diet-gives-abe-power-to-declare-emergency-amid-viral-fears.html]",positive
Japan,20200314,0,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,1,,
Japan,20200315,0,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,1,,
Japan,20200316,0,1,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,1,"The Government of Japan has announced broad  debt and contract relief to households, small and medium enterprises and large corporations. On the 16th of March, the government announced credit measures for corporations. Further debt support and relief measures were announced on the 27th of April and 22nd of May. These measures inlcude funding against loans and intrest free unsecured loans.   https://web.archive.org/save/https://www.imf.org/en/Topics/imf-and-covid19/Policy-Responses-to-COVID-19  ",positive
Japan,20200317,0,1,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,1,,
Japan,20200318,0,1,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,1,https://www.mofa.go.jp/ca/fna/page6e_000199.html  ,
Japan,20200319,0,1,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,1,"Japan Times  https://www.japantimes.co.jp/news/2020/03/19/national/abe-imposes-14-day-quarantine-japan-arrivals-several-countries-europe/#.XngLWtMzZQI  ""“Given the situation of the spread of infection, we decided we would need to further enhance quarantine for 38 nations, including European countries under the Schengen agreement,” Abe said at the Cabinet-level meeting.""As of 19.03, no notice of public transport closure. Link archived from a later date as original link wasn't archived, but still no closure of public transport. [https://web.archive.org/web/20200518102312/https://www.japan-experience.com/update/coronavirus-what-you-need-to-know]",positive
Japan,20200320,0,1,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,1,"""Regarding large-scale national events and other such occasions, we have asked for the cancelation, postponement or downscaling of such events. The expert meeting advises that the organizers should assess the risks and make a cautious decision. We ask those organizers who are to make such decision to refer to the examples of preventive measures and pay full attention to the prevention of the spread of infections.""[https://web.archive.org/web/20200518113109/https://www.mhlw.go.jp/stf/seisakunitsuite/newpage_00002.html]",positive
Japan,20200321,0,1,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,1,,
Japan,20200322,0,1,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,1,,
Japan,20200323,0,1,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,1,"CEPI https://cepi.net/news_cepi/cepi-expands-investment-in-covid-19-vaccine-development/ CEPI expands investment in COVID-19 vaccine development https://cepi.net/about/whoweare/ CEPI has secured $760 million investment, with funding from the Governments of Norway, UK, Germany, Japan, Canada, Ethiopia, Australia, Belgium, Denmark, Finland, the Bill & Melinda Gates Foundation, and Wellcome.Cabinet Office provide comprehensive information on its website, including latest measures implemented by the government and relevant authorities.  (https://web.archive.org/web/20200413191924/http://japan.kantei.go.jp/ongoingtopics/coronavirus_info_e.html)",positive
Japan,20200324,0,1,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,1,,
Japan,20200325,0,1,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,1,,
Japan,20200326,0,1,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,1,,
Japan,20200327,0,1,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,1,"A request to Tokyo’s citizens concerning the novel coronavirus (message from the Governor), 27th March  Tokyo Metropolitan Government website: https://web.archive.org/save/https://tokyodouga.jp/en/5YhhWbweTiY.html  We are now at the critical phase where we face the risk of an explosive rise in novel coronavirus infections. Please stay at home and refrain from going outside this weekend, and hold back from going out at night.A request to Tokyo’s citizens concerning the novel coronavirus (message from the Governor), 27th March  Tokyo Metropolitan Government website: https://web.archive.org/save/https://tokyodouga.jp/en/5YhhWbweTiY.html  We are now at the critical phase where we face the risk of an explosive rise in novel coronavirus infections. Please stay at home and refrain from going outside this weekend, and hold back from going out at night.",
Japan,20200328,0,1,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,1,"""Ensure thorough infection control measures in places including the following:  -medical institutions  -elderly facilities  -school  -public transport  -workplace""    http://web.archive.org/web/20210110131316/https://www.mhlw.go.jp/content/10900000/000617686.pdfhttps://web.archive.org/web/20200403073636/https://www.mhlw.go.jp/content/10900000/000617686.pdf  Ministry of Health, Basic Policies for Novel Coronavirus Disease Control by the Government of Japan as of 28th March  (2) Surveillance and Information gathering -Identify suspected disease carrier based on the notification from the doctor, and conduct tests that the doctor considers necessary -Strengthen the testing system by utilizing local and private institutes. Grasp and coordinate the PCR testing system. -Continue to develop simple test kits for rapid diagnosisReuters  https://www.reuters.com/article/us-health-coronavirus-japan/japans-abe-vows-unprecedented-stimulus-as-tokyo-coronavirus-cases-rise-idUSKBN21F05Y  Japan’s Prime Minister Shinzo Abe on Saturday promised an unprecedented package of steps to cushion the world’s third-biggest economy from the coronavirus pandemic, saying the country was close to a national emergency as infections surged.  Abe said the “huge, powerful” measures will include fiscal stimulus, monetary steps and tax breaks for companies, though the details have not been finalised.",positive
Japan,20200329,0,1,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,1,,
Japan,20200330,0,1,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,1,"Ministry of Health, Labour and Welfare  https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/newpage_00032.html  Anyone who has boarded an airplane or ships arriving from China or Republic of Korea at or after 0:00 on March 9 (JST), or from European countries, or Egypt at or after 0:00 on March 21 (JST), or from United States of America at or after 0:00 on March 26 (JST) , or from Indonesia, Singapore, Thailand, Philippines, Brunei Darussalam, Viet Nam, Malaysia, Israel, Qatar, Democratic Republic of the Congo or Bahrain at or after 0:00 on March 28 (JST) and not be isolated or stopped is required to stay 14days at a location designated by the quarantine station chief and not to use public transportation in Japan.Tokyo Governor Yuriko Koike on Monday asked residents to stay away from bars and music venues, stepping up her call for people to cut back on unnecessary travel as Japan’s capital braces for a rise in coronavirus infections. [https://web.archive.org/web/20200518115229/https://www.reuters.com/article/us-health-coronavirus-japan-tokyo/tokyo-governor-asks-residents-to-stay-away-from-bars-to-slow-coronavirus-spread-idUSKBN21H1O4]",negative
Japan,20200331,0,1,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,1,,
Japan,20200401,0,1,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,1,,
Japan,20200402,0,1,1,0,0,0,1,1,0,1,0,1,1,1,1,0,0,1,0,1,"Government of Japan allocates 90 Billion Yen for humanitarian assistance to fight COVID-19 (Link): https://www.mofa.go.jp/mofaj/files/100042203.pdf (2nd April)   Exchange rate (link): (107.868006, 2nd April) https://www.x-rates.com/historical/?from=USD&amount=1&date=2020-04-02  90 Billion Yen=834353051.822 USD   834353051.822 USD= 834353051822 millionJapanese National Tourism Organisation website as of 2nd April  https://web.archive.org/web/20200402163847/https://www.japan.travel/en/coronavirus/  No public transport closure",negative
Japan,20200403,0,1,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,1,"Ministry of Justice  https://web.archive.org/web/20200406045943/http://www.moj.go.jp/content/001316999.pdf  the Ministry of Justice considers foreign nationals who fall under any of the following to be foreign nationals who fall under Article 5, paragraph (1), item (xiv) of the Immigration Control and Refugee Recognition Act (hereinafter referred to as the “Immigration Control Act”) and unless the foreign national has special exceptional circumstances, the foreign national will be subject to denial of landing",positive
Japan,20200404,0,1,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,1,,
Japan,20200405,0,1,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,1,,
Japan,20200406,0,1,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,1,"PM’s Cabinet Office  https://web.archive.org/save/http://japan.kantei.go.jp/98_abe/actions/202004/_00005.html  Amidst the situation where the number of patients is rapidly increasing in urban areas, such as Tokyo and Osaka, and medical institutions are already going through a critical moment, Dr. Omi provided the opinion that the government should prepare to declare a state of emergency. Seven prefectures will be subject to the declaration: Tokyo, Kanagawa, Saitama, Chiba, Osaka, Hyogo and Fukuoka. The declaration of a state of emergency aims at obtaining greater cooperation from the public as much as possible to reduce people to people contact which could result in transmission for the period of approximately one month and thoroughly building medical treatment structures. In Japan, even if we issue the declaration of a state of emergency, we will not enforce the lockdowns of cities as seen abroad. It is the view of the experts that that would not be necessary. We intend to issue the declaration of a state of emergency tomorrow at earliest, having of course consulted the expert members of the Advisory CommitteePM’s Cabinet Office  https://web.archive.org/save/http://japan.kantei.go.jp/98_abe/actions/202004/_00005.html  Amidst the situation where the number of patients is rapidly increasing in urban areas, such as Tokyo and Osaka, and medical institutions are already going through a critical moment, Dr. Omi provided the opinion that the government should prepare to declare a state of emergency. Seven prefectures will be subject to the declaration: Tokyo, Kanagawa, Saitama, Chiba, Osaka, Hyogo and Fukuoka. The declaration of a state of emergency aims at obtaining greater cooperation from the public as much as possible to reduce people to people contact which could result in transmission for the period of approximately one month and thoroughly building medical treatment structures. In Japan, even if we issue the declaration of a state of emergency, we will not enforce the lockdowns of cities as seen abroad. It is the view of the experts that that would not be necessary. We intend to issue the declaration of a state of emergency tomorrow at earliest, having of course consulted the expert members of the Advisory Committee",negative
